TDP_1,TDP_2,TD_1,TD_2,ctrl_1,ctrl_2,details,event_date,event_loc,event_name,f1_res,f2_res,fight_class,fight_result,fighter_name_1,fighter_name_2,judge_1,judge_2,judge_3,kd_1,kd_2,method,r1_TDP_1,r1_TDP_2,r1_TD_1,r1_TD_2,r1_ctrl_1,r1_ctrl_2,r1_rev_1,r1_rev_2,r1_sig_strP_1,r1_sig_strP_2,r1_sig_str_1,r1_sig_str_2,r1_sub_att_1,r1_sub_att_2,r1_tot_str_1,r1_tot_str_2,referee,rev_1,rev_2,round,sig_strP_1,sig_strP_2,sig_str_1,sig_str_2,sub_att_1,sub_att_2,time,time_format,tot_body_1,tot_body_2,tot_clinch_1,tot_clinch_2,tot_dist_1,tot_dist_2,tot_ground_1,tot_ground_2,tot_head_1,tot_head_2,tot_leg_1,tot_leg_2,tot_str_1,tot_str_2
40%,100%,"2,5","2,2",6:44,3:01,Point Deducted: Illegal Elbows by Nakamura,"April 05, 2007","Las Vegas, Nevada, USA",UFC Fight Night: Stevenson vs Guillard,W,L,Welterweight Bout,"W,Drew Fickett,""The Master"",L,Keita Nakamura,""K-Taro""",Drew Fickett,Keita Nakamura,,,,0,0,Decision - Unanimous,---,100%,"0,0","1,1",1:38,2:02,0,1,61%,41%,"30,49","7,17",0,0,"42,61","20,42",Steve Mazzagatti,0,1,3,45%,36%,"79,174","32,88",0,0,5:00,3 Rnd (5-5-5),"37,43","2,2","34,46","8,12","16,58","18,63","29,70","6,13","36,125","29,85","6,6","1,1","132,241","49,118"
100%,100%,"1,1","1,1",3:14,0:14,Guillotine Choke From Bottom Guard,"April 05, 2007","Las Vegas, Nevada, USA",UFC Fight Night: Stevenson vs Guillard,W,L,Light Heavyweight Bout,"W,Wilson Gouveia,L,Seth Petruzelli,""The Silverback""",Wilson Gouveia,Seth Petruzelli,,,,0,0,Submission,100%,---,"1,1","0,0",3:14,0:00,0,0,42%,26%,"16,38","6,23",0,0,"36,58","24,41",Yves Lavigne,0,0,2,43%,26%,"17,39","8,30",1,0,0:39,3 Rnd (5-5-5),"1,2","0,0","2,3","1,4","6,15","7,26","9,21","0,0","10,29","4,26","6,8","4,4","37,59","26,48"
100%,10%,"1,1","1,10",7:17,1:29,Rear Naked Choke,"April 05, 2007","Las Vegas, Nevada, USA",UFC Fight Night: Stevenson vs Guillard,W,L,Lightweight Bout,"W,Kenny Florian,""KenFlo"",L,Dokonjonosuke Mishima",Kenny Florian,Dokonjonosuke Mishima,,,,0,0,Submission,---,14%,"0,0","1,7",2:17,1:24,0,0,42%,14%,"9,21","2,14",0,0,"27,39","17,29",John McCarthy,0,0,3,52%,16%,"38,72","6,36",1,2,3:57,3 Rnd (5-5-5),"2,3","1,4","4,5","2,5","15,30","3,26","19,37","1,5","25,57","4,30","11,12","1,2","94,132","28,58"
60%,---,"3,5","0,0",13:30,0:00,Judge,"April 05, 2007","Las Vegas, Nevada, USA",UFC Fight Night: Stevenson vs Guillard,W,L,Heavyweight Bout,"W,Justin McCully,""The Insane One"",L,Antoni Hardonk",Justin McCully,Antoni Hardonk,Glenn Trowbridge-27 - 30.,Adalaide Byrd-27 - 30.,Lester Griffin-27 - 30.,0,0,Decision - Unanimous,50%,---,"1,2","0,0",4:31,0:00,0,0,64%,90%,"9,14","9,10",0,1,"24,29","15,16",Herb Dean,0,0,3,52%,74%,"21,40","26,35",0,1,5:00,3 Rnd (5-5-5),"0,0","14,15","1,1","23,29","2,3","3,6","18,36","0,0","19,38","10,18","2,2","2,2","80,120","50,61"
100%,---,"1,1","0,0",0:11,0:03,Guillotine Choke From Bottom Guard,"April 05, 2007","Las Vegas, Nevada, USA",UFC Fight Night: Stevenson vs Guillard,W,L,Lightweight Bout,"W,Joe Stevenson,""Daddy"",L,Melvin Guillard,""The Young Assassin""",Joe Stevenson,Melvin Guillard,,,,0,0,Submission,100%,---,"1,1","0,0",0:11,0:03,0,0,66%,14%,"2,3","1,7",1,0,"2,3","1,7",Steve Mazzagatti,0,0,1,66%,14%,"2,3","1,7",1,0,0:27,3 Rnd (5-5-5),"0,0","0,0","0,0","0,0","2,2","1,7","0,1","0,0","2,3","1,7","0,0","0,0","2,3","1,7"
83%,---,"5,6","0,0",12:24,0:00,Judge,"March 03, 2007","Columbus, Ohio, USA",UFC 68: The Uprising,W,L,Lightweight Bout,"W,Gleison Tibau,L,Jason Dent,""Dynamite""",Gleison Tibau,Jason Dent,Doug Crosby-27 - 30.,Cecil Peoples-27 - 30.,Greg Kalikas-27 - 30.,0,0,Decision - Unanimous,100%,---,"2,2","0,0",4:19,0:00,0,0,41%,33%,"5,12","3,9",1,0,"22,31","55,61",Herb Dean,0,0,3,43%,28%,"36,83","12,42",1,0,5:00,3 Rnd (5-5-5),"1,1","4,9","0,0","1,2","6,25","10,39","30,58","1,1","33,79","4,27","2,3","4,6","112,174","116,151"
28%,---,"2,7","0,0",4:21,0:37,Rear Naked Choke,"March 03, 2007","Columbus, Ohio, USA",UFC 68: The Uprising,W,L,Welterweight Bout,"W,Jon Fitch,L,Luigi Fioravanti",Jon Fitch,Luigi Fioravanti,,,,0,0,Submission,33%,---,"1,3","0,0",2:33,0:36,0,0,45%,58%,"11,24","10,17",0,0,"50,64","15,22",Mark Matheny,0,0,2,45%,56%,"19,42","14,25",2,0,3:05,3 Rnd (5-5-5),"7,10","3,4","6,10","10,12","6,17","4,13","7,15","0,0","7,25","3,13","5,7","8,8","69,93","21,32"
0%,0%,"0,1","0,4",0:57,0:00,Punches to Head From Back Control,"March 03, 2007","Columbus, Ohio, USA",UFC 68: The Uprising,W,L,Light Heavyweight Bout,"W,Matt Hamill,""The Hammer"",L,Rex Holman,""Big Dog""",Matt Hamill,Rex Holman,,,,0,0,KO/TKO,0%,0%,"0,1","0,4",0:57,0:00,0,0,59%,34%,"29,49","11,32",0,0,"45,68","15,36",John McCarthy,0,0,1,59%,34%,"29,49","11,32",0,0,4:00,3 Rnd (5-5-5),"1,2","1,2","4,5","1,3","10,25","10,29","15,19","0,0","28,47","3,20","0,0","7,10","45,68","15,36"
100%,100%,"2,2","1,1",3:11,3:57,Punch to Head At Distance,"March 03, 2007","Columbus, Ohio, USA",UFC 68: The Uprising,W,L,Light Heavyweight Bout,"W,Jason Lambert,""The Punisher"",L,Renato Sobral,""Babalu""",Jason Lambert,Renato Sobral,,,,2,0,KO/TKO,---,100%,"0,0","1,1",0:12,3:57,0,0,83%,20%,"10,12","3,15",0,1,"18,21","20,33",John McCarthy,0,0,2,63%,22%,"19,30","5,22",0,1,3:36,3 Rnd (5-5-5),"3,3","1,6","8,11","2,8","3,3","2,11","8,16","1,3","15,26","4,15","1,1","0,1","64,85","23,41"
66%,---,"2,3","0,0",13:09,0:45,Judge,"March 03, 2007","Columbus, Ohio, USA",UFC 68: The Uprising,W,L,Welterweight Bout,"W,Matt Hughes,L,Chris Lytle,""Lights Out""",Matt Hughes,Chris Lytle,-27 - 30.,-27 - 30.,-27 - 30.,0,0,Decision - Unanimous,0%,---,"0,1","0,0",4:43,0:00,0,0,75%,0%,"3,4","0,5",1,2,"19,20","12,17",Mark Matheny,1,1,3,61%,31%,"13,21","5,16",3,3,5:00,3 Rnd (5-5-5),"2,2","4,5","0,0","0,0","0,0","1,9","13,21","4,7","11,19","1,11","0,0","0,0","60,68","44,55"
100%,9%,"1,1","1,11",4:55,1:57,to          Corner Stoppage,"March 03, 2007","Columbus, Ohio, USA",UFC 68: The Uprising,W,L,Middleweight Bout,"W,Rich Franklin,""Ace"",L,Jason MacDonald,""The Athlete""",Rich Franklin,Jason MacDonald,,,,0,0,KO/TKO,100%,16%,"1,1","1,6",1:48,1:03,1,0,54%,66%,"24,44","14,21",0,0,"26,46","18,25",Herb Dean,1,0,2,55%,59%,"49,89","16,27",0,0,5:00,3 Rnd (5-5-5),"3,4","3,3","9,11","11,12","10,24","4,14","30,54","1,1","44,83","0,11","2,2","13,13","63,103","27,38"
100%,---,"1,1","0,0",2:02,0:11,Arm Triangle From Side Control      Technical Submission,"March 03, 2007","Columbus, Ohio, USA",UFC 68: The Uprising,W,L,Middleweight Bout,"W,Martin Kampmann,""The Hitman"",L,Drew McFedries,""The Massacre""",Martin Kampmann,Drew McFedries,,,,0,1,Submission,100%,---,"1,1","0,0",2:02,0:11,0,0,46%,48%,"15,32","16,33",1,0,"30,48","17,34",Herb Dean,0,0,1,46%,48%,"15,32","16,33",1,0,4:06,3 Rnd (5-5-5),"6,9","0,1","2,6","1,4","9,21","11,24","4,5","4,5","9,23","16,32","0,0","0,0","30,48","17,34"
70%,---,"7,10","0,0",15:51,0:45,Judge,"March 03, 2007","Columbus, Ohio, USA",UFC 68: The Uprising,W,L,UFC Heavyweight Title Bout,"W,Randy Couture,""The Natural"",L,Tim Sylvia,""The Maine-iac""",Randy Couture,Tim Sylvia,Doug Crosby-45 - 50.,Nelson Hamilton-45 - 50.,Cecil Peoples-45 - 50.,1,0,Decision - Unanimous,100%,---,"1,1","0,0",4:54,0:00,0,0,100%,---,"11,11","0,0",0,0,"29,29","4,7",John McCarthy,0,0,5,52%,23%,"73,138","25,106",0,0,5:00,5 Rnd (5-5-5-5-5),"13,16","3,4","2,2","5,9","40,90","15,92","31,46","5,5","57,119","22,102","3,3","0,0","138,205","39,123"
100%,14%,"4,4","1,7",7:47,0:25,Judge,"February 03, 2007","Las Vegas, Nevada, USA",UFC 67: All or Nothing,W,L,Light Heavyweight Bout,"W,Lyoto Machida,""The Dragon"",L,Sam Hoger,""The Alaskan Assassin""",Lyoto Machida,Sam Hoger,Marcos Rosales-27 - 30.,Cecil Peoples-27 - 30.,Chris Lee-27 - 30.,1,0,Decision - Unanimous,100%,50%,"2,2","1,2",2:24,0:20,1,0,60%,26%,"17,28","5,19",0,0,"19,30","13,29",John McCarthy,1,0,3,65%,23%,"62,95","11,47",0,0,5:00,3 Rnd (5-5-5),"6,8","3,6","5,9","0,5","35,53","11,41","22,33","0,1","42,69","6,37","14,18","2,4","84,117","40,78"
53%,50%,"8,15","3,6",5:02,1:39,Judge,"February 03, 2007","Las Vegas, Nevada, USA",UFC 67: All or Nothing,W,L,Lightweight Bout,"W,Frankie Edgar,""The Answer"",L,Tyson Griffin",Frankie Edgar,Tyson Griffin,Tony Weeks-28 - 29.,Glenn Trowbridge-27 - 30.,Dave Hagen-28 - 29.,0,0,Decision - Unanimous,50%,33%,"2,4","1,3",1:58,0:22,0,0,54%,34%,"19,35","14,41",0,1,"26,42","17,44",Steve Mazzagatti,1,0,3,55%,33%,"55,100","38,115",0,4,5:00,3 Rnd (5-5-5),"11,12","10,13","24,31","4,5","13,46","33,109","18,23","1,1","43,86","18,91","1,2","10,11","92,141","42,119"
---,---,"0,0","0,0",0:05,0:00,Punch to Head At Distance,"February 03, 2007","Las Vegas, Nevada, USA",UFC 67: All or Nothing,W,L,Middleweight Bout,"W,Terry Martin,L,Jorge Rivera,""El Conquistador""",Terry Martin,Jorge Rivera,,,,1,0,KO/TKO,---,---,"0,0","0,0",0:05,0:00,0,0,100%,50%,"4,4","1,2",0,0,"4,4","1,2",Herb Dean,0,0,1,100%,50%,"4,4","1,2",0,0,0:14,3 Rnd (5-5-5),"0,0","0,1","0,0","0,0","1,1","1,2","3,3","0,0","4,4","0,0","0,0","1,1","4,4","1,2"
33%,0%,"1,3","0,3",2:27,2:52,Judge,"February 03, 2007","Las Vegas, Nevada, USA",UFC 67: All or Nothing,W,L,Middleweight Bout,"W,Patrick Cote,""The Predator"",L,Scott Smith,""Hands of Steel""",Patrick Cote,Scott Smith,Tony Weeks-28 - 29.,Glenn Trowbridge-27 - 30.,Marcos Rosales-27 - 30.,0,0,Decision - Unanimous,100%,---,"1,1","0,0",0:38,0:58,0,0,62%,25%,"15,24","7,27",0,0,"16,25","8,28",Yves Lavigne,0,0,3,58%,37%,"50,86","34,90",0,0,5:00,3 Rnd (5-5-5),"10,12","2,5","19,32","15,32","28,47","19,58","3,7","0,0","24,56","28,76","16,18","4,9","58,94","35,91"
0%,0%,"0,1","0,1",1:01,0:31,Punches to Head At Distance,"February 03, 2007","Las Vegas, Nevada, USA",UFC 67: All or Nothing,W,L,Light Heavyweight Bout,"W,Quinton Jackson,""Rampage"",L,Marvin Eastman,""The Beastman""",Quinton Jackson,Marvin Eastman,,,,1,0,KO/TKO,0%,0%,"0,1","0,1",0:34,0:31,0,0,63%,28%,"23,36","9,32",0,0,"30,43","16,39",John McCarthy,0,0,2,60%,27%,"45,74","15,54",0,0,3:49,3 Rnd (5-5-5),"12,13","5,5","31,39","10,13","13,34","5,41","1,1","0,0","31,59","9,47","2,2","1,2","55,84","25,64"
100%,---,"1,1","0,0",0:12,0:00,Punches to Head From Back Control,"February 03, 2007","Las Vegas, Nevada, USA",UFC 67: All or Nothing,W,L,Lightweight Bout,"W,Roger Huerta,""El Matador"",L,John Halverson,""The Hurricane""",Roger Huerta,John Halverson,,,,0,0,KO/TKO,100%,---,"1,1","0,0",0:12,0:00,0,0,72%,50%,"13,18","1,2",0,0,"13,18","1,2",Yves Lavigne,0,0,1,72%,50%,"13,18","1,2",0,0,0:19,3 Rnd (5-5-5),"0,0","1,1","0,0","0,0","0,1","1,2","13,17","0,0","13,18","0,1","0,0","0,0","13,18","1,2"
---,---,"0,0","0,0",0:57,0:00,Punches to Head From Mount,"February 03, 2007","Las Vegas, Nevada, USA",UFC 67: All or Nothing,W,L,Heavyweight Bout,"W,Mirko Filipovic,""Cro Cop"",L,Eddie Sanchez,""The Manic Hispanic""",Mirko Filipovic,Eddie Sanchez,,,,1,0,KO/TKO,---,---,"0,0","0,0",0:57,0:00,0,0,51%,12%,"20,39","5,40",0,0,"32,51","5,40",Steve Mazzagatti,0,0,1,51%,12%,"20,39","5,40",0,0,4:33,3 Rnd (5-5-5),"3,3","1,1","1,3","2,3","12,26","3,37","7,10","0,0","16,34","4,38","1,2","0,1","32,51","5,40"
---,60%,"0,0","3,5",0:26,4:55,Triangle Choke From Bottom Guard,"February 03, 2007","Las Vegas, Nevada, USA",UFC 67: All or Nothing,W,L,Middleweight Bout,"W,Anderson Silva,""The Spider"",L,Travis Lutter,""The Serial Killer""",Anderson Silva,Travis Lutter,,,,0,0,Submission,---,50%,"0,0","2,4",0:26,2:52,1,0,60%,50%,"3,5","8,16",1,0,"10,12","13,21",Herb Dean,1,0,2,81%,50%,"9,11","8,16",2,0,2:11,3 Rnd (5-5-5),"0,1","1,1","0,0","0,0","2,3","0,2","7,8","8,14","8,9","7,15","1,1","0,0","28,33","14,22"
---,31%,"0,0","5,16",0:48,6:53,Judge,"January 25, 2007","Hollywood, Florida, USA",UFC Fight Night: Evans vs Salmon,W,L,Lightweight Bout,"W,Din Thomas,""Dinyero"",L,Clay Guida,""The Carpenter""",Din Thomas,Clay Guida,Hector Gomez-28 - 29.,Peter Trematerra-28 - 29.,Jeff Mullen-28 - 29.,0,0,Decision - Unanimous,---,100%,"0,0","2,2",0:02,3:49,0,0,28%,44%,"4,14","15,34",0,0,"17,27","47,69",John McCarthy,0,0,3,29%,31%,"33,113","33,105",1,0,5:00,3 Rnd (5-5-5),"1,1","1,3","4,7","1,3","27,103","13,69","2,3","19,33","28,108","29,99","4,4","3,3","51,131","93,170"
50%,---,"1,2","0,0",2:43,0:03,Armbar From Back Control,"January 25, 2007","Hollywood, Florida, USA",UFC Fight Night: Evans vs Salmon,W,L,Middleweight Bout,"W,Ed Herman,""Short Fuse"",L,Chris Price,""The Exorcist""",Ed Herman,Chris Price,,,,0,0,Submission,50%,---,"1,2","0,0",2:43,0:03,0,0,55%,100%,"5,9","5,5",1,1,"13,22","8,9",Jorge Alonso,0,0,1,55%,100%,"5,9","5,5",1,1,2:58,3 Rnd (5-5-5),"0,0","4,4","1,1","4,4","0,1","1,1","4,7","0,0","5,9","1,1","0,0","0,0","13,22","8,9"
75%,33%,"9,12","1,3",12:16,1:27,Judge,"January 25, 2007","Hollywood, Florida, USA",UFC Fight Night: Evans vs Salmon,W,L,Welterweight Bout,"W,Joshua Burkman,""The People's Warrior"",L,Chad Reiner,""The Grinder""",Joshua Burkman,Chad Reiner,Jeff Mullen-28 - 29.,Peter Trematerra-28 - 29.,Tim Vannatta-27 - 30.,0,0,Decision - Unanimous,100%,---,"3,3","0,0",4:28,0:00,0,0,60%,18%,"12,20","2,11",0,0,"40,48","13,23",Troy Waugh,1,0,3,55%,20%,"27,49","6,30",0,2,5:00,3 Rnd (5-5-5),"3,3","2,4","9,10","3,6","4,15","3,24","14,24","0,0","16,37","3,22","8,9","1,4","69,94","41,68"
100%,0%,"2,2","0,11",8:22,0:00,Judge,"January 25, 2007","Hollywood, Florida, USA",UFC Fight Night: Evans vs Salmon,W,L,Middleweight Bout,"W,Nate Marquardt,""The Great"",L,Dean Lister,""The Boogeyman""",Nate Marquardt,Dean Lister,Chris Lee-27 - 30.,Hector Gomez-25 - 30.,Peter Trematerra-25 - 30.,4,0,Decision - Unanimous,---,0%,"0,0","0,2",2:48,0:00,0,0,54%,25%,"19,35","3,12",0,0,"21,37","9,19",John McCarthy,0,0,3,54%,41%,"53,98","18,43",0,0,5:00,3 Rnd (5-5-5),"5,8","0,0","12,14","0,2","24,59","17,40","17,25","1,1","42,84","9,32","6,6","9,11","66,112","27,55"
40%,---,"2,5","0,0",3:53,0:04,Punch to Head At Distance,"January 25, 2007","Hollywood, Florida, USA",UFC Fight Night: Evans vs Salmon,W,L,Lightweight Bout,"W,Hermes Franca,L,Spencer Fisher,""The King""",Hermes Franca,Spencer Fisher,,,,0,0,KO/TKO,100%,---,"2,2","0,0",2:02,0:00,0,0,17%,32%,"7,39","12,37",1,0,"18,53","25,51",Jorge Alonso,1,0,2,31%,39%,"25,80","24,61",2,0,4:03,3 Rnd (5-5-5),"2,4","8,11","5,10","1,7","12,43","22,53","8,27","1,1","23,76","10,43","0,0","6,7","57,118","52,90"
75%,100%,"6,8","1,1",9:58,0:41,Judge,"January 25, 2007","Hollywood, Florida, USA",UFC Fight Night: Evans vs Salmon,W,L,Heavyweight Bout,"W,Jake O'Brien,""Irish"",L,Heath Herring,""The Texas Crazy Horse""",Jake O'Brien,Heath Herring,Jeff Mullen-27 - 30.,Tim Vannatta-28 - 29.,Peter Trematerra-27 - 30.,0,1,Decision - Unanimous,100%,---,"1,1","0,0",2:43,0:05,1,0,16%,13%,"4,24","3,22",0,0,"16,37","7,26",John McCarthy,2,0,3,31%,18%,"13,41","11,61",1,1,5:00,3 Rnd (5-5-5),"1,1","2,2","0,0","0,3","2,20","4,49","11,21","7,9","12,40","9,59","0,0","0,0","46,76","32,83"
---,66%,"0,0","2,3",0:02,0:52,Kick to Head At Distance,"January 25, 2007","Hollywood, Florida, USA",UFC Fight Night: Evans vs Salmon,W,L,Light Heavyweight Bout,"W,Rashad Evans,""Suga"",L,Sean Salmon",Rashad Evans,Sean Salmon,,,,1,0,KO/TKO,---,66%,"0,0","2,3",0:00,0:52,0,0,20%,40%,"5,24","10,25",0,0,"5,24","15,30",Troy Waugh,0,0,2,37%,35%,"13,35","10,28",0,0,1:06,3 Rnd (5-5-5),"3,5","0,1","6,8","2,5","6,26","2,16","1,1","6,7","10,30","10,27","0,0","0,0","13,35","15,33"
75%,0%,"3,4","0,1",6:48,0:30,Punches to Head From Mount      Submission to Strikes,"December 30, 2006","Las Vegas, Nevada, USA",UFC 66: Liddell vs Ortiz 2,W,L,Middleweight Bout,"W,Yushin Okami,""Thunder"",L,Rory Singer,""Outburst""",Yushin Okami,Rory Singer,,,,0,0,KO/TKO,---,---,"0,0","0,0",0:00,0:00,0,0,21%,15%,"8,38","9,57",0,0,"8,38","9,57",Steve Mazzagatti,0,0,3,42%,30%,"35,83","28,93",0,0,4:03,3 Rnd (5-5-5),"5,5","5,5","7,7","18,21","10,52","10,72","18,24","0,0","24,70","5,68","6,8","18,20","74,125","35,101"
100%,0%,"1,1","0,1",2:58,0:00,Armbar From Mount,"December 30, 2006","Las Vegas, Nevada, USA",UFC 66: Liddell vs Ortiz 2,W,L,Heavyweight Bout,"W,Gabriel Gonzaga,""Napao"",L,Carmelo Marrero,""The Fury""",Gabriel Gonzaga,Carmelo Marrero,,,,0,0,Submission,100%,0%,"1,1","0,1",2:58,0:00,0,0,40%,50%,"4,10","1,2",3,0,"23,33","6,7",Herb Dean,0,0,1,40%,50%,"4,10","1,2",3,0,3:22,3 Rnd (5-5-5),"0,0","0,0","0,0","0,0","1,3","0,1","3,7","1,1","4,10","1,2","0,0","0,0","23,33","6,7"
---,0%,"0,0","0,8",1:44,0:26,Knee to Head At Distance,"December 30, 2006","Las Vegas, Nevada, USA",UFC 66: Liddell vs Ortiz 2,W,L,Welterweight Bout,"W,Thiago Alves,""Pitbull"",L,Tony DeSouza",Thiago Alves,Tony DeSouza,,,,2,0,KO/TKO,---,0%,"0,0","0,6",1:29,0:26,0,0,51%,10%,"22,43","1,10",0,0,"37,59","2,11",John McCarthy,0,0,2,53%,10%,"26,49","1,10",1,0,1:10,3 Rnd (5-5-5),"0,0","1,1","0,0","1,1","3,8","0,9","23,41","0,0","26,48","0,9","0,1","0,0","41,65","2,11"
0%,42%,"0,1","3,7",0:39,2:35,Punches to Head On Ground,"December 30, 2006","Las Vegas, Nevada, USA",UFC 66: Liddell vs Ortiz 2,W,L,Light Heavyweight Bout,"W,Michael Bisping,""The Count"",L,Eric Schafer,""Red""",Michael Bisping,Eric Schafer,,,,0,0,KO/TKO,0%,42%,"0,1","3,7",0:39,2:35,1,0,57%,50%,"19,33","3,6",0,2,"21,35","10,13",Mario Yamasaki,1,0,1,57%,50%,"19,33","3,6",0,2,4:24,3 Rnd (5-5-5),"3,4","2,3","2,2","2,4","7,15","0,1","10,16","1,1","15,28","1,3","1,1","0,0","21,35","10,13"
---,0%,"0,0","0,5",1:23,0:51,Punches to Head On Ground,"December 30, 2006","Las Vegas, Nevada, USA",UFC 66: Liddell vs Ortiz 2,W,L,Heavyweight Bout,"W,Andrei Arlovski,""The Pitbull"",L,Marcio Cruz,""Pe de Pano""",Andrei Arlovski,Marcio Cruz,,,,0,0,KO/TKO,---,0%,"0,0","0,5",1:23,0:51,0,0,63%,0%,"7,11","0,2",1,2,"32,37","0,2",Herb Dean,0,0,1,63%,0%,"7,11","0,2",1,2,3:15,3 Rnd (5-5-5),"0,0","0,0","0,0","0,0","2,6","0,2","5,5","0,0","5,9","0,2","2,2","0,0","32,37","0,2"
20%,100%,"1,5","2,2",4:47,1:48,Guillotine Choke From Bottom Guard      Technical Submission,"December 30, 2006","Las Vegas, Nevada, USA",UFC 66: Liddell vs Ortiz 2,W,L,Middleweight Bout,"W,Jason MacDonald,""The Athlete"",L,Chris Leben,""The Crippler""",Jason MacDonald,Chris Leben,,,,0,0,Submission,0%,100%,"0,3","1,1",2:16,0:49,0,0,31%,38%,"6,19","10,26",0,0,"18,31","32,48",Steve Mazzagatti,0,0,2,33%,44%,"9,27","15,34",1,0,4:03,3 Rnd (5-5-5),"4,6","2,2","5,10","10,18","4,17","3,11","0,0","2,5","2,14","13,30","3,7","0,2","35,53","52,71"
---,0%,"0,0","0,1",0:11,0:00,Punches to Head From Guard,"December 30, 2006","Las Vegas, Nevada, USA",UFC 66: Liddell vs Ortiz 2,W,L,Light Heavyweight Bout,"W,Keith Jardine,""The Dean of Mean"",L,Forrest Griffin",Keith Jardine,Forrest Griffin,,,,0,0,KO/TKO,---,0%,"0,0","0,1",0:11,0:00,0,0,57%,30%,"36,63","17,56",0,0,"36,63","17,56",John McCarthy,0,0,1,57%,30%,"36,63","17,56",0,0,4:41,3 Rnd (5-5-5),"2,2","0,0","4,4","1,1","24,51","16,55","8,8","0,0","28,55","8,44","6,6","9,12","36,63","17,56"
---,12%,"0,0","1,8",1:13,0:19,Punches to Head At Distance,"December 30, 2006","Las Vegas, Nevada, USA",UFC 66: Liddell vs Ortiz 2,W,L,UFC Light Heavyweight Title Bout,"W,Chuck Liddell,""The Iceman"",L,Tito Ortiz,""The People's Champ""",Chuck Liddell,Tito Ortiz,,,,1,0,KO/TKO,---,0%,"0,0","0,1",0:31,0:00,0,0,27%,20%,"17,61","6,29",0,0,"17,61","6,29",Mario Yamasaki,0,0,3,37%,27%,"49,132","21,76",0,0,3:59,5 Rnd (5-5-5-5-5),"5,5","5,6","1,2","2,2","33,86","19,74","15,44","0,0","40,123","7,55","4,4","9,15","51,138","21,76"
25%,0%,"5,20","0,1",10:02,0:01,Judge,"December 13, 2006","San Diego, California, USA",UFC Fight Night: Sanchez vs Riggs,W,L,Welterweight Bout,"W,Brock Larson,L,Keita Nakamura,""K-Taro""",Brock Larson,Keita Nakamura,Richard Bertrand-28 - 29.,Cecil Peoples-28 - 29.,Alejandro Rochin-28 - 29.,0,0,Decision - Unanimous,50%,0%,"2,4","0,1",3:48,0:00,0,0,40%,30%,"6,15","3,10",0,1,"12,23","10,17",Herb Dean,0,0,3,40%,36%,"22,55","16,44",0,1,5:00,3 Rnd (5-5-5),"2,3","2,2","4,7","2,5","11,36","13,38","7,12","1,1","20,52","14,42","0,0","0,0","42,79","75,104"
100%,0%,"1,1","0,2",0:33,0:00,Punches to Head At Distance,"December 13, 2006","San Diego, California, USA",UFC Fight Night: Sanchez vs Riggs,W,L,Welterweight Bout,"W,Luigi Fioravanti,L,Dave Menne,""The Warrior""",Luigi Fioravanti,Dave Menne,,,,1,0,KO/TKO,100%,0%,"1,1","0,2",0:33,0:00,0,0,46%,19%,"23,50","8,42",0,2,"31,59","8,42",John McCarthy,0,0,1,46%,19%,"23,50","8,42",0,2,4:44,3 Rnd (5-5-5),"5,5","2,2","7,10","0,1","14,35","8,41","2,5","0,0","14,40","2,30","4,5","4,10","31,59","8,42"
50%,0%,"1,2","0,3",4:19,2:25,Kick to Head At Distance,"December 13, 2006","San Diego, California, USA",UFC Fight Night: Sanchez vs Riggs,W,L,Middleweight Bout,"W,Alan Belcher,""The Talent"",L,Jorge Santiago,""The Sandman""",Alan Belcher,Jorge Santiago,,,,1,0,KO/TKO,50%,0%,"1,2","0,1",1:53,1:51,0,1,36%,50%,"9,25","4,8",1,3,"17,36","13,17",Steve Mazzagatti,0,1,3,38%,23%,"29,76","14,59",2,3,2:45,3 Rnd (5-5-5),"1,2","1,3","5,5","1,2","14,50","12,54","10,21","1,3","11,54","11,53","17,20","2,3","71,122","24,69"
---,33%,"0,0","1,3",0:05,0:59,Judge,"December 13, 2006","San Diego, California, USA",UFC Fight Night: Sanchez vs Riggs,W,L,Light Heavyweight Bout,"W,David Heath,L,Victor Valimaki,""The Matrix""",David Heath,Victor Valimaki,Alejandro Rochin-28 - 29.,Cecil Peoples-29 - 28.,Nelson Hamilton-28 - 29.,0,0,Decision - Split,---,---,"0,0","0,0",0:00,0:07,0,0,32%,32%,"17,53","22,68",0,0,"17,53","24,70",Herb Dean,0,0,3,33%,31%,"44,132","66,209",0,0,5:00,3 Rnd (5-5-5),"9,15","8,13","7,13","8,17","36,118","53,183","1,1","5,9","24,103","46,181","11,14","12,15","48,136","83,226"
50%,---,"1,2","0,0",2:50,1:32,Judge,"December 13, 2006","San Diego, California, USA",UFC Fight Night: Sanchez vs Riggs,W,L,Welterweight Bout,"W,Marcus Davis,""The Irish Hand Grenade"",L,Shonie Carter,""Mr. International""",Marcus Davis,Shonie Carter,Richard Bertrand-26 - 30.,Alejandro Rochin-28 - 29.,Nelson Hamilton-27 - 30.,1,0,Decision - Unanimous,100%,---,"1,1","0,0",2:32,1:29,0,1,37%,41%,"3,8","5,12",2,0,"14,20","17,28",John McCarthy,0,1,3,50%,31%,"54,106","27,86",2,0,5:00,3 Rnd (5-5-5),"7,10","3,6","9,12","2,5","44,93","22,72","1,1","3,9","38,86","9,63","9,10","15,17","69,122","39,102"
